,,,,,,,,,,toss
3.330625,4.582116,5.596447,2.797219,5.160106,4.593131,3.871220,5.549929,6.125157,4.459327,1.000000
4.926638,4.746892,5.089921,3.717909,5.745365,3.066892,5.586002,5.479566,6.084746,4.568745,1.000000
4.799791,4.789737,5.438627,3.805141,1.939638,4.896168,4.101848,5.587329,6.207772,4.576831,1.000000
1.743674,4.536095,5.798100,4.338543,4.359208,4.234304,3.658766,5.655582,6.122114,4.622220,1.000000
5.208612,4.744146,5.397007,3.870198,3.640067,6.340727,4.005204,5.521050,6.070937,4.523065,1.000000
4.735621,4.636377,5.981218,4.559679,5.913451,3.380624,3.109275,5.691604,6.243107,4.515294,1.000000
5.758980,4.734197,6.141680,3.283882,3.964435,3.939151,4.036232,5.687826,5.975858,4.507870,1.000000
3.663170,4.636053,5.823848,5.942637,5.109782,4.528814,6.239703,5.562248,6.199621,4.430484,1.000000
3.998215,4.579715,5.770277,3.948377,5.291157,3.586364,1.150192,5.521158,6.374667,4.526117,1.000000
1.693912,4.752984,5.197459,5.072494,3.176491,5.094448,3.875116,5.596888,5.926215,4.569038,1.000000
4.725346,4.665220,5.408062,5.687114,5.555226,4.704575,4.479917,5.504467,5.990272,4.706293,1.000000
5.049047,4.680026,5.832536,4.310340,4.090580,4.113746,4.302708,5.601652,6.102418,4.680645,1.000000
5.422806,4.720320,5.211070,3.437541,4.500503,5.372435,3.389901,5.530541,6.101437,4.520206,1.000000
5.817830,4.790951,5.383749,4.711314,6.040033,4.690601,3.800707,5.516308,5.915001,4.575804,1.000000
4.538727,4.500570,5.350815,4.401932,5.144914,3.933979,5.184734,5.555382,6.060908,4.590164,1.000000
2.210701,4.647313,5.662906,4.305978,3.570908,3.494176,3.280422,5.456146,6.231213,4.390193,1.000000
2.888586,4.639444,5.486987,5.520082,6.490971,5.447166,5.102842,5.632145,6.094020,4.535898,1.000000
6.280240,4.673533,5.591040,3.530591,2.543733,5.998772,3.117578,5.493289,6.357705,4.552951,1.000000
3.975251,4.732773,5.285998,2.210183,3.848208,3.922615,4.051501,5.437877,6.157295,4.487093,1.000000
3.845636,4.727183,5.229801,3.593211,3.434325,3.285362,4.603328,5.653372,6.259110,4.500258,1.000000
3.162936,4.560336,5.750433,5.267066,4.161280,5.027588,3.982650,5.770030,6.247875,4.405373,1.000000
3.676496,4.624517,5.642651,3.469614,2.286493,3.797244,5.343341,5.699288,6.058447,4.380168,1.000000
6.378596,4.755750,5.074746,5.336321,5.371972,5.700525,4.110877,5.626720,6.197583,4.818325,1.000000
3.390234,4.707375,5.469959,3.461864,4.456981,4.519865,6.313153,5.649911,6.307136,4.619881,1.000000
3.753204,4.681264,5.572170,3.374981,4.331939,4.244982,3.826609,5.323623,6.297662,4.423656,1.000000
4.052200,4.690873,5.108522,2.855791,3.869962,4.954218,5.900591,5.429309,5.837933,4.749180,1.000000
4.654843,4.697206,5.544305,2.839866,4.982367,3.703249,4.574150,5.589763,6.169702,4.547888,1.000000
4.322835,4.661250,5.204712,3.657666,3.071266,3.650640,5.149591,5.494743,6.182865,4.651838,1.000000
3.786924,4.693850,5.902732,3.961657,3.317864,5.041445,3.561035,5.541014,5.928876,4.790479,1.000000
2.496126,4.555928,5.206924,4.132480,3.055995,3.612723,5.177525,5.501925,6.095835,4.521648,1.000000
4.181410,4.769422,5.021201,4.371629,4.194443,5.601032,3.799935,5.578109,6.120802,4.477750,1.000000
4.393916,4.757110,5.700211,4.196777,4.164482,4.214163,3.033554,5.820469,6.064374,4.756595,1.000000
6.403131,4.668038,5.816554,4.132282,2.922053,5.066442,3.818304,5.414901,6.123000,4.583418,1.000000
5.683692,4.679072,5.596801,5.154456,2.304940,5.152546,5.080878,5.684706,6.318882,4.610547,1.000000
5.187251,4.613788,4.717044,4.756836,3.865012,4.044751,5.243533,5.579999,6.152335,4.795368,1.000000
4.919274,4.719294,5.509089,3.961169,4.987823,3.670768,3.453872,5.429194,6.231052,4.530866,1.000000
3.946340,4.559186,5.179603,4.161967,5.614042,5.234096,4.805955,5.661655,5.878826,4.610458,1.000000
4.764373,4.587722,5.906701,5.434935,4.144701,5.305119,3.977274,5.466542,6.192699,4.476167,1.000000
3.906583,4.819244,5.329486,4.703188,3.617846,5.202559,5.374784,5.421040,5.775733,4.287887,1.000000
2.844142,4.701433,5.336160,5.465593,3.785394,4.539895,3.517065,5.692470,6.008558,4.550320,1.000000
3.712428,4.775099,5.756302,3.841982,5.551708,3.877474,2.471083,5.460591,5.973668,4.623468,1.000000
4.840301,4.704000,4.624330,4.606749,3.615558,4.710022,4.558446,5.328168,6.108592,4.471754,1.000000
4.299162,4.697515,5.732977,4.300636,4.234217,4.086028,3.846572,5.491987,6.146855,4.544795,1.000000
4.258441,4.756946,5.454293,5.545369,4.716128,3.427128,4.346416,5.586810,6.021810,4.651182,1.000000
3.588292,4.738267,5.304801,4.137040,4.541992,4.631310,2.688010,5.627365,6.150187,4.407048,1.000000
4.054624,4.729020,5.572632,5.594270,4.682597,4.896341,3.612842,5.637797,5.827636,4.579505,1.000000
4.053746,4.657877,5.082479,4.363783,3.757245,6.179966,3.973528,5.669383,6.044738,4.544815,1.000000
4.494093,4.650374,5.065017,4.036553,3.713123,3.291146,5.476116,5.562173,6.271905,4.611339,1.000000
4.590018,4.776055,5.621674,5.534153,1.709250,6.091378,3.612125,5.315261,6.013953,4.430221,1.000000
4.092460,4.708499,5.150535,5.254759,5.407091,3.562470,5.441036,5.556084,6.375176,4.619999,1.000000
4.729152,4.736386,5.241490,4.133473,4.273164,4.185463,5.099390,5.504053,5.945167,4.558005,1.000000
3.588053,4.790618,5.458169,5.178270,4.054274,4.119220,5.769853,5.719890,6.176702,4.540320,1.000000
4.914141,4.600501,5.119433,4.004724,4.699047,5.169516,4.398400,5.501740,6.291105,4.502641,1.000000
4.099814,4.622966,5.396834,3.587436,4.541921,4.453341,4.212412,5.830679,6.327536,4.696500,1.000000
4.166244,4.659136,5.336814,4.017082,5.352912,4.730267,4.224130,5.595641,6.124769,4.190064,1.000000
4.713052,4.726104,5.294592,4.437932,4.547175,5.682015,4.228906,5.689407,5.712325,4.464148,1.000000
4.699883,4.720035,5.578318,3.965098,4.136411,4.236199,4.641266,5.565092,6.188272,4.485818,1.000000
6.309618,4.699360,5.240805,4.970778,5.410026,5.053818,2.009978,5.709842,6.104726,4.454451,1.000000
4.067425,4.739130,5.114909,4.744548,3.499981,2.921679,2.938315,5.428924,6.064114,4.565299,1.000000
3.007350,4.651497,5.244836,4.017258,3.205939,3.654591,5.321887,5.568411,5.937058,4.586514,1.000000
4.412843,4.705160,4.900704,4.850124,5.187286,5.925151,3.090966,5.440232,6.264456,4.536966,1.000000
3.298970,4.781925,5.469374,4.167010,5.852623,4.554532,4.851908,5.598307,6.042017,4.639071,1.000000
3.881345,4.776549,5.759190,2.769428,5.747189,5.285150,3.756163,5.736269,6.007765,4.572802,1.000000
6.502246,4.665951,5.401599,3.371066,4.825066,3.206763,6.304638,5.454400,5.979286,4.544728,1.000000
4.492387,4.678125,5.862697,4.844428,4.349343,4.597042,5.934003,5.471184,6.087377,4.460602,1.000000
4.618125,4.605989,5.876486,5.449787,3.553492,5.160172,4.497539,5.592996,6.219383,4.633582,1.000000
4.330079,4.612078,5.510340,4.013949,4.399186,4.910924,3.860959,5.562616,6.086867,4.369714,1.000000
3.142652,4.363230,4.443645,2.990192,3.682458,4.856945,4.932585,4.723159,2.922278,5.118308,2.000000
4.832583,4.348020,4.191965,5.600733,3.826510,4.140087,2.456472,4.567515,2.879574,4.587317,2.000000
4.203869,4.339744,4.439874,5.563825,5.155329,4.283191,4.068285,4.655628,2.699239,4.875367,2.000000
6.031759,4.402722,4.579038,4.953852,1.962968,1.661638,4.802304,4.549196,2.826813,5.029572,2.000000
4.671344,4.361014,4.553029,4.247455,5.061917,3.768828,4.827030,4.638918,2.775279,4.779924,2.000000
4.165641,4.396012,3.267756,3.914153,6.579276,5.531594,3.785993,4.548566,3.174978,4.917500,2.000000
5.088996,4.448369,4.242330,3.699209,3.775750,4.629919,5.007748,4.681379,3.107996,4.903322,2.000000
3.609532,4.377758,4.420650,4.442588,4.264112,2.195217,4.111616,4.602740,3.146794,5.051155,2.000000
3.484411,4.330175,4.250215,4.895642,5.754027,7.604111,3.338968,4.726650,2.910420,4.993406,2.000000
4.029002,4.183016,3.726688,4.600254,2.039036,4.990806,5.185598,4.576419,2.975487,4.983073,2.000000
3.734597,4.260769,4.024300,3.897558,6.097249,3.341890,4.409401,4.645498,2.861130,4.972314,2.000000
4.231354,4.282288,4.369897,2.778102,5.307852,4.002646,5.426126,4.688290,2.727387,4.930987,2.000000
4.546281,4.206863,4.531374,3.125637,4.057938,4.930509,3.213820,4.626676,2.948895,4.932929,2.000000
6.210711,4.361491,4.295602,3.983679,3.574276,2.872580,2.881907,4.530494,3.134489,4.862018,2.000000
4.265600,4.290463,3.752057,6.071417,4.151301,4.783292,2.616032,4.590040,3.110654,4.719190,2.000000
3.545772,4.319005,4.395779,5.863313,5.029058,4.535220,2.771002,4.630885,2.910800,4.911290,2.000000
3.982962,4.291671,4.036370,3.513237,4.268297,3.866049,4.500932,4.655232,2.944985,4.799858,2.000000
5.157528,4.266348,3.534050,6.236693,5.244099,6.115572,5.085028,4.660531,3.026130,4.687137,2.000000
5.320678,4.200411,4.051539,5.963860,3.711254,3.907187,3.995586,4.721719,3.010515,4.631027,2.000000
6.564586,4.365201,4.384257,5.334699,4.055683,7.127046,4.591788,4.601053,2.974974,4.893909,2.000000
5.401786,4.337000,4.213544,5.487013,4.567353,3.762044,4.746127,4.576822,2.857220,4.969845,2.000000
4.263498,4.368332,4.085532,6.311030,5.046128,3.134968,4.154342,4.664270,3.006211,4.934668,2.000000
3.532574,4.216375,4.397335,4.506519,5.366693,3.375688,3.879561,4.718197,3.141403,5.020029,2.000000
4.695330,4.267282,4.170908,3.213593,3.644309,5.083718,4.091038,4.440166,3.225765,4.858643,2.000000
3.610493,4.325723,4.171272,5.082641,4.357127,3.855753,4.048627,4.668739,2.889153,4.559792,2.000000
4.738284,4.369146,3.830041,4.201822,3.613639,5.213271,4.568697,4.824365,3.069964,4.849374,2.000000
2.472971,4.465723,4.320501,3.339628,5.185659,4.090413,4.920536,4.653353,3.082201,4.961512,2.000000
5.930574,4.340963,4.409790,4.988772,4.395138,4.859882,5.905185,4.633835,3.026169,4.894943,2.000000
3.920292,4.345306,4.913274,3.573521,3.381957,4.479423,4.469433,4.591021,3.066135,4.713214,2.000000
3.188418,4.318902,4.313795,5.455150,4.475621,6.027532,4.816712,4.683477,3.028390,4.917778,2.000000
3.101397,4.293595,3.827969,5.145501,3.313167,4.388633,4.419145,4.644239,3.296320,4.809623,2.000000
3.777747,4.300775,4.491340,6.203520,3.223886,5.390934,3.968478,4.576842,3.031403,4.768315,2.000000
3.250398,4.415903,3.856428,4.373392,4.081086,4.622334,4.169815,4.783633,2.953729,4.879853,2.000000
4.540015,4.292273,4.397880,5.628923,4.353293,2.196108,3.662139,4.582566,2.946549,4.799879,2.000000
3.956841,4.365665,3.983019,4.449375,4.969240,5.858650,4.887638,4.607709,3.037343,4.798252,2.000000
3.802175,4.330378,3.991852,4.978521,5.082763,4.063184,5.114371,4.763967,3.013416,4.929068,2.000000
5.787057,4.119370,4.431953,5.659872,5.214567,3.929009,5.139340,4.867381,3.001301,4.885281,2.000000
4.336747,4.471675,4.423815,3.825988,3.703930,2.981182,1.998008,4.746302,2.954206,4.797069,2.000000
2.811158,4.148902,3.894130,4.178063,4.863481,5.734160,3.878476,4.437445,2.935933,4.511111,2.000000
4.128511,4.228080,4.220387,4.319082,6.232876,4.422002,5.615554,4.570431,2.970383,4.712565,2.000000
3.813932,4.339073,3.968716,2.957639,4.008821,5.449658,4.248825,4.725428,3.140774,4.872354,2.000000
4.393385,4.313784,3.907863,5.108323,5.406245,5.169753,6.271437,4.769083,3.122295,4.919347,2.000000
5.132785,4.288584,3.870436,3.325636,4.036920,5.762029,4.913814,4.728295,3.031647,4.933959,2.000000
5.144520,4.441247,4.665615,5.538690,2.755656,4.699063,4.670116,4.541973,3.053876,4.786144,2.000000
6.023674,4.253232,4.543707,4.398542,3.631255,3.557707,6.104733,4.628365,2.974980,4.840797,2.000000
3.063140,4.333769,4.175966,2.231029,5.392794,3.923781,2.649895,4.543907,3.390300,4.916681,2.000000
4.895511,4.398647,4.092793,4.849875,3.737966,5.417903,3.555692,4.725912,3.131149,5.064180,2.000000
4.016256,4.378894,4.146099,3.219615,3.891035,4.438408,4.775645,4.592595,2.807954,4.889052,2.000000
2.340709,4.263697,4.525194,3.700831,4.695288,5.032293,4.177126,4.705122,3.113721,4.897470,2.000000
4.732856,4.358305,3.988258,6.351556,4.277748,6.085861,5.392277,4.633018,2.848184,4.867052,2.000000
4.945853,4.468511,4.289775,4.241059,5.344385,5.518015,5.464491,4.709465,2.981361,4.978224,2.000000
4.908433,4.216277,4.171850,5.086574,2.747730,3.553591,5.744901,4.553290,3.058494,4.912498,2.000000
4.678079,4.338335,3.942550,3.213097,5.247193,4.624815,4.626401,4.609505,3.069923,4.819086,2.000000
4.688767,4.182381,4.364267,4.746476,5.295542,3.531843,3.563387,4.623403,2.916712,5.049050,2.000000
4.420150,4.301151,4.047738,3.910876,3.773211,4.296388,3.314469,4.555921,3.049686,4.889100,2.000000
6.310903,4.215165,4.571764,5.524152,4.763841,3.367697,4.043755,4.626687,3.030970,5.019986,2.000000
3.410846,4.369593,3.757793,4.614346,4.148613,3.711221,5.686836,4.798147,2.992073,4.837241,2.000000
6.677129,4.370991,3.988236,4.369417,3.865326,6.203932,4.861619,4.599113,3.011303,4.848654,2.000000
4.874863,4.360183,3.792352,1.163382,3.097526,2.960592,4.420503,4.496485,2.894872,5.093264,2.000000
5.680721,4.239966,4.131065,2.597522,4.876730,4.420920,4.695347,4.630368,2.958152,4.882140,2.000000
4.919842,4.321578,4.510893,4.196101,4.047037,5.079682,3.724740,4.604657,3.042636,4.837313,2.000000
3.571131,4.355463,4.787880,4.782357,3.314644,4.532276,2.993216,4.634877,2.814542,5.019677,2.000000
2.964303,4.207860,4.118141,3.884306,3.935088,5.095882,4.467992,4.748425,2.919567,4.879144,2.000000
4.074895,4.448775,4.099285,4.699603,5.319622,3.196076,2.972556,4.609795,2.984108,5.076524,2.000000
4.880632,4.334741,3.735620,5.738187,4.093927,3.737423,5.350204,4.681859,3.028376,4.795693,2.000000
5.340546,4.447793,4.349810,4.133100,3.597725,5.579946,4.798776,4.662594,3.111557,4.996166,2.000000
3.796111,4.271730,4.303222,5.601092,4.466961,6.080476,5.993114,4.533805,2.892143,4.763579,2.000000
4.038887,4.279330,3.885146,3.700438,3.838123,4.890801,3.603880,4.729327,2.827819,4.734327,2.000000
4.630465,4.301111,4.505986,5.096178,5.769152,5.261279,5.298712,4.502880,2.950861,4.818333,2.000000
5.971193,4.189631,4.059695,4.110347,4.614456,3.570518,5.527189,4.577966,3.094178,4.871526,2.000000
4.740477,4.378755,4.213129,4.782198,4.611606,5.205603,4.996256,4.635110,3.185097,4.955509,2.000000
4.082034,4.416899,4.613761,5.298636,4.378501,3.780522,5.131446,4.680456,2.889391,4.953614,2.000000
3.722400,4.226939,4.085806,5.527845,3.150828,4.763896,5.763786,4.615325,2.935980,4.934982,2.000000
5.247046,4.373530,4.509565,4.765430,4.680429,4.286981,6.071403,4.551752,2.951303,4.951914,2.000000
2.853427,4.212303,3.838387,4.168904,5.730597,6.146891,3.925746,4.554117,2.775596,4.675801,2.000000
5.199540,4.213917,3.974658,5.551683,5.450120,5.029212,3.960400,4.673668,2.923196,4.821806,2.000000
4.121327,4.437725,4.024836,4.532815,4.564897,5.016226,4.493035,4.584196,2.796809,4.808925,2.000000
5.501779,4.356171,4.286999,5.264862,2.210891,4.484662,4.364542,4.625095,3.004576,4.981267,2.000000
4.704459,4.342479,4.851245,2.662217,4.683538,4.751935,5.337050,4.465788,3.212258,4.806337,2.000000
2.756422,4.343415,4.390935,4.753298,4.357164,3.658154,3.749537,4.591548,2.955105,4.663660,2.000000
3.970605,4.396972,4.058608,4.184921,4.897184,6.880164,2.926800,4.560707,2.872112,4.626252,2.000000
3.149367,4.311306,4.083975,4.567181,4.713478,5.846036,3.978194,4.691910,2.897620,4.645481,2.000000
4.624656,4.353748,4.315976,3.242362,3.568962,4.374728,4.333096,4.624437,2.950748,4.895776,2.000000
5.029328,4.245849,4.294896,5.199140,3.522933,2.436291,4.761398,4.517136,3.146890,4.958753,2.000000
4.392200,4.279103,4.151844,4.309701,6.749493,5.010139,5.448235,4.716194,2.882924,5.032251,2.000000
3.826666,4.321224,4.220011,6.196113,5.174817,3.254210,3.996108,4.703381,3.126814,4.773043,2.000000
5.354373,4.253915,4.142479,4.426022,6.626074,3.720904,5.530689,4.567100,2.884059,4.572716,2.000000
4.003760,4.368364,4.119128,4.182719,5.754627,5.391715,5.850275,4.698902,2.555391,4.832008,2.000000
3.617318,4.314393,4.164347,3.697277,5.006116,6.174628,4.574837,4.775848,2.795572,5.037868,2.000000
4.484634,4.532539,4.206586,3.579039,3.806075,3.720010,4.160047,4.754537,2.804851,4.884071,2.000000
4.896783,4.363103,3.792224,5.329406,5.498872,3.113805,3.717231,4.582811,2.949948,4.911120,2.000000
3.925449,4.394419,3.995855,4.629710,3.738980,2.923023,4.697219,4.687142,2.856058,4.846075,2.000000
2.866695,4.568557,4.624682,3.312573,2.902011,3.077531,3.947359,4.699985,3.023985,4.902991,2.000000
3.923592,4.419300,4.210222,4.992735,6.056742,4.415880,6.184039,4.702448,3.091666,4.857232,2.000000
5.035591,4.450471,4.348761,2.786800,4.394887,5.191565,4.094545,4.593107,2.876589,4.716439,2.000000
4.520425,4.416950,4.402588,4.309213,5.987280,3.217555,4.275729,4.502027,2.929513,4.886135,2.000000
4.102686,4.456136,4.135523,4.945027,4.225291,5.813480,6.291059,4.578747,2.882309,4.915061,2.000000
5.601833,4.275427,4.197026,4.187898,4.652969,3.048930,2.664301,4.772268,3.006191,4.852901,2.000000
6.265691,4.208019,3.922804,4.500519,5.214337,5.526951,5.490537,4.441926,2.883659,4.903985,2.000000
4.326383,4.267114,3.941631,4.539453,3.646619,5.348067,5.893640,4.491820,2.771212,4.753780,2.000000
5.617798,2.427139,2.486125,4.798267,4.274361,4.795163,6.068056,2.498320,5.228919,2.453110,3.000000
5.087528,2.434105,2.495943,4.701445,3.239508,5.305753,4.599473,2.666903,5.228459,2.642949,3.000000
4.435714,2.324637,2.172201,3.195822,4.466232,6.388831,4.391412,2.620200,5.326841,2.596908,3.000000
3.916268,2.397365,2.859855,4.581045,4.877281,2.449868,6.556417,2.416376,5.081112,2.596189,3.000000
2.629577,2.382706,2.700986,5.354574,5.114572,4.976933,3.661254,2.550875,5.313529,2.481145,3.000000
3.940304,2.306566,3.044361,3.664420,4.355390,4.427622,3.662535,2.506674,5.253815,2.527617,3.000000
4.821098,2.186337,2.873690,3.943634,4.525615,6.871926,4.374167,2.489833,5.185929,2.596444,3.000000
4.217331,2.309404,2.677868,4.084525,3.539910,3.507820,5.660254,2.480542,5.444911,2.341863,3.000000
5.055132,2.485299,2.503062,3.163526,2.858278,6.044111,4.588409,2.548437,5.300664,2.593295,3.000000
4.637915,2.435922,2.801510,4.416079,4.839486,4.544068,4.695806,2.499679,5.140705,2.515534,3.000000
4.030286,2.332711,2.852413,5.432177,4.915666,4.724273,3.986306,2.408892,5.059946,2.497436,3.000000
5.958628,2.277547,2.971089,5.928733,3.790347,4.145537,4.783498,2.510972,5.347940,2.423040,3.000000
4.318495,2.454048,2.192863,5.285628,5.547807,4.164608,5.844241,2.453449,5.168813,2.464046,3.000000
4.968175,2.297597,2.898975,3.819505,3.177789,4.941632,5.571140,2.553313,5.061663,2.660122,3.000000
3.805494,2.423173,2.625770,4.316635,4.924869,6.279316,2.545992,2.324870,5.060307,2.639934,3.000000
4.140551,2.246034,2.143649,5.215358,5.445595,4.281328,5.076089,2.530259,5.269342,2.506132,3.000000
3.741701,2.403134,3.137378,4.359175,4.240313,2.495946,3.214037,2.514433,5.198443,2.370978,3.000000
3.505742,2.529046,2.470621,5.685284,3.124206,5.063667,2.001209,2.588728,5.440054,2.431441,3.000000
5.105700,2.487673,2.636083,4.895258,5.306647,3.571128,4.769750,2.396316,5.511695,2.460750,3.000000
4.179250,2.475546,3.202382,5.291733,4.734963,3.850732,4.862710,2.513137,5.286905,2.404504,3.000000
3.679789,2.372262,3.098300,5.442363,4.016461,2.494253,3.764882,2.598697,5.189711,2.499935,3.000000
5.401002,2.335368,2.770580,5.429944,4.785952,3.349351,3.327580,2.696024,5.290171,2.391232,3.000000
4.897516,2.299791,3.011271,5.066140,5.216247,4.281850,4.068999,2.379347,5.355917,2.425476,3.000000
3.810985,2.491907,2.921110,3.212661,4.572861,5.435238,5.771604,2.616233,5.187591,2.717821,3.000000
4.642739,2.297539,2.540687,3.107412,4.788725,3.275699,4.271321,2.613890,5.368565,2.858220,3.000000
3.611511,2.364345,2.948196,4.177403,4.251997,5.079194,4.965461,2.433038,5.191021,2.521350,3.000000
4.781294,2.410958,3.081396,3.742727,5.274053,3.460633,2.242276,2.667916,5.162867,2.525444,3.000000
4.110337,2.446075,2.171009,3.717695,4.165689,3.023092,4.278119,2.511047,5.227692,2.509749,3.000000
3.259752,2.391301,2.714671,3.869608,4.297762,4.155901,3.409788,2.586151,5.254921,2.585555,3.000000
4.724414,2.428084,2.627735,3.987351,4.632702,3.636536,6.532358,2.555789,5.155005,2.611985,3.000000
6.366175,2.322891,2.928510,5.273363,4.140698,5.387595,3.464604,2.663765,5.304746,2.694883,3.000000
3.222128,2.382549,3.178439,5.082437,4.362838,4.820093,5.219836,2.682619,5.118445,2.480918,3.000000
5.812461,2.379493,1.974579,4.268272,6.308681,3.602134,5.194437,2.566063,5.385378,2.631132,3.000000
3.612143,2.367574,2.474170,5.113122,3.927670,2.585854,3.397139,2.241038,5.266822,2.429176,3.000000
3.266288,2.384339,2.304738,5.088715,3.987689,2.393514,5.085370,2.590007,5.210086,2.370418,3.000000
5.383235,2.417426,2.898608,3.268265,3.612376,4.990837,5.025958,2.553775,5.427263,2.372600,3.000000
4.114369,2.360356,2.830665,5.134905,3.637448,3.940618,4.086825,2.547984,5.156350,2.390361,3.000000
5.801950,2.376947,2.716230,5.097216,3.674385,4.861270,5.168851,2.570897,5.212068,2.603349,3.000000
3.221151,2.389935,2.831962,2.958296,4.476577,4.727132,4.064347,2.687170,5.306440,2.498591,3.000000
5.624558,2.452337,2.387580,4.238198,4.441704,4.914764,5.039835,2.728886,5.260238,2.507402,3.000000
3.789179,2.402979,3.149576,5.244935,2.936384,4.141704,3.529649,2.681869,5.056105,2.676610,3.000000
5.329880,2.296482,2.706464,3.043505,5.202060,4.976513,5.553463,2.684112,5.307938,2.550327,3.000000
4.618189,2.422428,3.372987,4.050343,3.854396,4.082980,4.141636,2.417912,4.951344,2.592397,3.000000
3.959248,2.569330,2.563070,4.656604,2.915009,5.251812,2.270314,2.586108,5.251006,2.500726,3.000000
4.124254,2.353551,2.590797,4.460039,5.052019,3.740584,3.211972,2.608888,5.445577,2.655049,3.000000
5.981158,2.339779,2.526264,4.907125,5.079389,5.352019,4.473151,2.797440,5.017772,2.462734,3.000000
4.858200,2.405307,2.684329,5.047370,4.119896,3.460660,5.289232,2.338324,5.208100,2.602716,3.000000
5.949419,2.321312,2.805656,5.150489,5.207019,3.804367,4.804918,2.568659,5.134515,2.553997,3.000000
6.624538,2.492361,2.965070,2.157366,5.409850,4.914236,4.346613,2.572636,5.146116,2.681058,3.000000
6.008565,2.330461,2.419516,5.194444,6.030171,5.501929,4.118601,2.548002,5.234392,2.481802,3.000000
3.436030,2.465619,3.163627,5.168694,2.133994,4.723121,4.046237,2.579453,5.176230,2.548399,3.000000
4.394668,2.382661,2.856793,3.694655,4.266116,5.608086,4.605408,2.654175,5.311595,2.568212,3.000000
5.133898,2.301607,2.869544,3.487220,3.897938,6.281209,4.814146,2.638951,5.194095,2.537028,3.000000
3.690872,2.338308,2.673356,6.022107,6.650693,5.254226,5.366057,2.493181,5.174145,2.421890,3.000000
